"","Lake","Location","Date","latitude","longitude","elevation..m","depth..m","secchi..m","tow..m","temp..C","DO..perc","DO..mg.L","cond","pH","DOC..mg.L","TDN..ug.L","TDP..ug.L","chla..ug.L","SampleID","Group","Type","orig.class","phy.group","Ile","Leu","Phe","Thr","Val","Ile.n","Leu.n","Phe.n","Thr.n","Val.n","LD.class","LD1","LD2","Auto.mean","Auto.SD","Alloch.mean","Alloch.SD"
"56","Cascade","Sierra Nevada","8/1/22",37.98977,-119.30626,3140,10.54608,6.096,10.997184,13.85,71,7.34,4.6,7.23,1.05,240.83,136.84,0.53,"SNL-ZOOP-13A","Zooplankton","Daphnia","Daphnia","cladocera",-21.7,-34.4,-31.3,-16.1,-26.8,4.36,-8.34,-5.24,9.96,-0.740000000000002,"POM",0.40028929521303,-1.54903746464101,0.718,0.146,0.282,0.146
"57","Cascade","Sierra Nevada","8/1/22",37.98977,-119.30626,3140,10.54608,6.096,10.997184,13.85,71,7.34,4.6,7.23,1.05,240.83,136.84,0.53,"SNL-ZOOP-14A","Zooplankton","Daphnia","Daphnia","cladocera",-22.4,-33.8,-32,-19.4,-26.5,4.42,-6.98,-5.18,7.42,0.32,"POM",-0.878480843117249,-2.27211279730355,0.887,0.086,0.113,0.086
"58","Cascade","Sierra Nevada","8/1/22",37.98977,-119.30626,3140,10.54608,6.096,10.997184,13.85,71,7.34,4.6,7.23,1.05,240.83,136.84,0.53,"SNL-ZOOP-13A","Zooplankton","Daphnia","Daphnia","cladocera",-21.7,-34.4,-31.3,-16.1,-26.8,4.36,-8.34,-5.24,9.96,-0.740000000000002,"POM",0.40028929521303,-1.54903746464101,0.718,0.146,0.282,0.146
"59","Cascade","Sierra Nevada","8/1/22",37.98977,-119.30626,3140,10.54608,6.096,10.997184,13.85,71,7.34,4.6,7.23,1.05,240.83,136.84,0.53,"SNL-POM-01","POM","POM <63um","POM","POM",-25.9,-33.3,-32.6,-29.6,-30.5,4.48,-2.92,-2.22,0.779999999999998,-0.120000000000001,"Source",-3.57892191798569,-2.62440215533535,NA,NA,NA,NA
"60","Cascade","Sierra Nevada","8/1/22",37.98977,-119.30626,3140,10.54608,6.096,10.997184,13.85,71,7.34,4.6,7.23,1.05,240.83,136.84,0.53,"SNL-ZOOP-GFF70","Zooplankton",">350um",">350um",">350um",-19.6,-31.8,-30.9,-18.7,-24,5.4,-6.8,-5.9,6.3,1,"POM",-1.42052259090192,-2.64628496140358,0.923,0.065,0.077,0.065
"61","Cascade","Sierra Nevada","8/1/22",37.98977,-119.30626,3140,10.54608,6.096,10.997184,13.85,71,7.34,4.6,7.23,1.05,240.83,136.84,0.53,"SNL-ZOOP-13A","Zooplankton","Daphnia","Daphnia","cladocera",-21.7,-34.4,-31.3,-16.1,-26.8,4.36,-8.34,-5.24,9.96,-0.740000000000002,"POM",0.40028929521303,-1.54903746464101,0.718,0.146,0.282,0.146
"62","Cascade","Sierra Nevada","8/1/22",37.98977,-119.30626,3140,10.54608,6.096,10.997184,13.85,71,7.34,4.6,7.23,1.05,240.83,136.84,0.53,"SNL-ZOOP-13A","Zooplankton","Daphnia","Daphnia","cladocera",-21.7,-34.4,-31.3,-16.1,-26.8,4.36,-8.34,-5.24,9.96,-0.740000000000002,"POM",0.40028929521303,-1.54903746464101,0.718,0.146,0.282,0.146
"63","Cascade","Sierra Nevada","8/1/22",37.98977,-119.30626,3140,10.54608,6.096,10.997184,13.85,71,7.34,4.6,7.23,1.05,240.83,136.84,0.53,"SNL-ZOOP-13A","Zooplankton","Daphnia","Daphnia","cladocera",-21.7,-34.4,-31.3,-16.1,-26.8,4.36,-8.34,-5.24,9.96,-0.740000000000002,"POM",0.40028929521303,-1.54903746464101,0.718,0.146,0.282,0.146
"64","Cascade","Sierra Nevada","8/1/22",37.98977,-119.30626,3140,10.54608,6.096,10.997184,13.85,71,7.34,4.6,7.23,1.05,240.83,136.84,0.53,"SNL-ZOOP-GFF48","Zooplankton","Holopedium","Holopedium","cladocera",-23.2,-31.9,-30.6,-22.3,-30.4,4.48,-4.22,-2.92,5.38,-2.72,"POM",-2.43209646603528,-0.96351890065193,0.934,0.053,0.066,0.053
"65","Cascade","Sierra Nevada","8/1/22",37.98977,-119.30626,3140,10.54608,6.096,10.997184,13.85,71,7.34,4.6,7.23,1.05,240.83,136.84,0.53,"SNL-ZOOP-GFF48","Zooplankton","Holopedium","Holopedium","cladocera",-23.2,-31.9,-30.6,-22.3,-30.4,4.48,-4.22,-2.92,5.38,-2.72,"POM",-2.43209646603528,-0.96351890065193,0.934,0.053,0.066,0.053
"66","Cascade","Sierra Nevada","8/1/22",37.98977,-119.30626,3140,10.54608,6.096,10.997184,13.85,71,7.34,4.6,7.23,1.05,240.83,136.84,0.53,"SNL-ZOOP-14A","Zooplankton","Daphnia","Daphnia","cladocera",-22.4,-33.8,-32,-19.4,-26.5,4.42,-6.98,-5.18,7.42,0.32,"POM",-0.878480843117249,-2.27211279730355,0.887,0.086,0.113,0.086
"67","Cascade","Sierra Nevada","8/1/22",37.98977,-119.30626,3140,10.54608,6.096,10.997184,13.85,71,7.34,4.6,7.23,1.05,240.83,136.84,0.53,"SNL-ZOOP-GFF70","Zooplankton",">350um",">350um",">350um",-19.6,-31.8,-30.9,-18.7,-24,5.4,-6.8,-5.9,6.3,1,"POM",-1.42052259090192,-2.64628496140358,0.923,0.065,0.077,0.065
"68","Cascade","Sierra Nevada","8/1/22",37.98977,-119.30626,3140,10.54608,6.096,10.997184,13.85,71,7.34,4.6,7.23,1.05,240.83,136.84,0.53,"SNL-ZOOP-GFF70","Zooplankton",">350um",">350um",">350um",-19.6,-31.8,-30.9,-18.7,-24,5.4,-6.8,-5.9,6.3,1,"POM",-1.42052259090192,-2.64628496140358,0.923,0.065,0.077,0.065
"69","Cascade","Sierra Nevada","8/1/22",37.98977,-119.30626,3140,10.54608,6.096,10.997184,13.85,71,7.34,4.6,7.23,1.05,240.83,136.84,0.53,"SNL-ZOOP-GFF70","Zooplankton",">350um",">350um",">350um",-19.6,-31.8,-30.9,-18.7,-24,5.4,-6.8,-5.9,6.3,1,"POM",-1.42052259090192,-2.64628496140358,0.923,0.065,0.077,0.065
"70","Cascade","Sierra Nevada","8/1/22",37.98977,-119.30626,3140,10.54608,6.096,10.997184,13.85,71,7.34,4.6,7.23,1.05,240.83,136.84,0.53,"SNL-ZOOP-14A","Zooplankton","Daphnia","Daphnia","cladocera",-22.4,-33.8,-32,-19.4,-26.5,4.42,-6.98,-5.18,7.42,0.32,"POM",-0.878480843117249,-2.27211279730355,0.887,0.086,0.113,0.086
"71","Cascade","Sierra Nevada","8/1/22",37.98977,-119.30626,3140,10.54608,6.096,10.997184,13.85,71,7.34,4.6,7.23,1.05,240.83,136.84,0.53,"SNL-ZOOP-14A","Zooplankton","Daphnia","Daphnia","cladocera",-22.4,-33.8,-32,-19.4,-26.5,4.42,-6.98,-5.18,7.42,0.32,"POM",-0.878480843117249,-2.27211279730355,0.887,0.086,0.113,0.086
"72","Cascade","Sierra Nevada","8/1/22",37.98977,-119.30626,3140,10.54608,6.096,10.997184,13.85,71,7.34,4.6,7.23,1.05,240.83,136.84,0.53,"SNL-ZOOP-13A","Zooplankton","Daphnia","Daphnia","cladocera",-21.7,-34.4,-31.3,-16.1,-26.8,4.36,-8.34,-5.24,9.96,-0.740000000000002,"POM",0.40028929521303,-1.54903746464101,0.718,0.146,0.282,0.146
"73","Cascade","Sierra Nevada","8/1/22",37.98977,-119.30626,3140,10.54608,6.096,10.997184,13.85,71,7.34,4.6,7.23,1.05,240.83,136.84,0.53,"SNL-ZOOP-13A","Zooplankton","Daphnia","Daphnia","cladocera",-21.7,-34.4,-31.3,-16.1,-26.8,4.36,-8.34,-5.24,9.96,-0.740000000000002,"POM",0.40028929521303,-1.54903746464101,0.718,0.146,0.282,0.146
"74","Cascade","Sierra Nevada","8/1/22",37.98977,-119.30626,3140,10.54608,6.096,10.997184,13.85,71,7.34,4.6,7.23,1.05,240.83,136.84,0.53,"SNL-ZOOP-13A","Zooplankton","Daphnia","Daphnia","cladocera",-21.7,-34.4,-31.3,-16.1,-26.8,4.36,-8.34,-5.24,9.96,-0.740000000000002,"POM",0.40028929521303,-1.54903746464101,0.718,0.146,0.282,0.146
"75","Cascade","Sierra Nevada","8/1/22",37.98977,-119.30626,3140,10.54608,6.096,10.997184,13.85,71,7.34,4.6,7.23,1.05,240.83,136.84,0.53,"SNL-ZOOP-13A","Zooplankton","Daphnia","Daphnia","cladocera",-21.7,-34.4,-31.3,-16.1,-26.8,4.36,-8.34,-5.24,9.96,-0.740000000000002,"POM",0.40028929521303,-1.54903746464101,0.718,0.146,0.282,0.146
"76","Cascade","Sierra Nevada","8/1/22",37.98977,-119.30626,3140,10.54608,6.096,10.997184,13.85,71,7.34,4.6,7.23,1.05,240.83,136.84,0.53,"SNL-ZOOP-GFF48","Zooplankton","Holopedium","Holopedium","cladocera",-23.2,-31.9,-30.6,-22.3,-30.4,4.48,-4.22,-2.92,5.38,-2.72,"POM",-2.43209646603528,-0.96351890065193,0.934,0.053,0.066,0.053
"77","Cascade","Sierra Nevada","8/1/22",37.98977,-119.30626,3140,10.54608,6.096,10.997184,13.85,71,7.34,4.6,7.23,1.05,240.83,136.84,0.53,"SNL-ZOOP-GFF48","Zooplankton","Holopedium","Holopedium","cladocera",-23.2,-31.9,-30.6,-22.3,-30.4,4.48,-4.22,-2.92,5.38,-2.72,"POM",-2.43209646603528,-0.96351890065193,0.934,0.053,0.066,0.053
"78","Cascade","Sierra Nevada","8/1/22",37.98977,-119.30626,3140,10.54608,6.096,10.997184,13.85,71,7.34,4.6,7.23,1.05,240.83,136.84,0.53,"SNL-ZOOP-14A","Zooplankton","Daphnia","Daphnia","cladocera",-22.4,-33.8,-32,-19.4,-26.5,4.42,-6.98,-5.18,7.42,0.32,"POM",-0.878480843117249,-2.27211279730355,0.887,0.086,0.113,0.086
"79","Cascade","Sierra Nevada","8/1/22",37.98977,-119.30626,3140,10.54608,6.096,10.997184,13.85,71,7.34,4.6,7.23,1.05,240.83,136.84,0.53,"SNL-ZOOP-GFF70","Zooplankton",">350um",">350um",">350um",-19.6,-31.8,-30.9,-18.7,-24,5.4,-6.8,-5.9,6.3,1,"POM",-1.42052259090192,-2.64628496140358,0.923,0.065,0.077,0.065
"80","Cascade","Sierra Nevada","8/1/22",37.98977,-119.30626,3140,10.54608,6.096,10.997184,13.85,71,7.34,4.6,7.23,1.05,240.83,136.84,0.53,"SNL-ZOOP-GFF70","Zooplankton",">350um",">350um",">350um",-19.6,-31.8,-30.9,-18.7,-24,5.4,-6.8,-5.9,6.3,1,"POM",-1.42052259090192,-2.64628496140358,0.923,0.065,0.077,0.065
"81","Cascade","Sierra Nevada","8/1/22",37.98977,-119.30626,3140,10.54608,6.096,10.997184,13.85,71,7.34,4.6,7.23,1.05,240.83,136.84,0.53,"SNL-ZOOP-14A","Zooplankton","Daphnia","Daphnia","cladocera",-22.4,-33.8,-32,-19.4,-26.5,4.42,-6.98,-5.18,7.42,0.32,"POM",-0.878480843117249,-2.27211279730355,0.887,0.086,0.113,0.086
"82","Cascade","Sierra Nevada","8/1/22",37.98977,-119.30626,3140,10.54608,6.096,10.997184,13.85,71,7.34,4.6,7.23,1.05,240.83,136.84,0.53,"SNL-ZOOP-GFF70","Zooplankton",">350um",">350um",">350um",-19.6,-31.8,-30.9,-18.7,-24,5.4,-6.8,-5.9,6.3,1,"POM",-1.42052259090192,-2.64628496140358,0.923,0.065,0.077,0.065
"83","Cascade","Sierra Nevada","8/1/22",37.98977,-119.30626,3140,10.54608,6.096,10.997184,13.85,71,7.34,4.6,7.23,1.05,240.83,136.84,0.53,"SNL-ZOOP-GFF48","Zooplankton","Holopedium","Holopedium","cladocera",-23.2,-31.9,-30.6,-22.3,-30.4,4.48,-4.22,-2.92,5.38,-2.72,"POM",-2.43209646603528,-0.96351890065193,0.934,0.053,0.066,0.053
"84","Cascade","Sierra Nevada","8/1/22",37.98977,-119.30626,3140,10.54608,6.096,10.997184,13.85,71,7.34,4.6,7.23,1.05,240.83,136.84,0.53,"SNL-ZOOP-GFF48","Zooplankton","Holopedium","Holopedium","cladocera",-23.2,-31.9,-30.6,-22.3,-30.4,4.48,-4.22,-2.92,5.38,-2.72,"POM",-2.43209646603528,-0.96351890065193,0.934,0.053,0.066,0.053
"85","Cascade","Sierra Nevada","8/1/22",37.98977,-119.30626,3140,10.54608,6.096,10.997184,13.85,71,7.34,4.6,7.23,1.05,240.83,136.84,0.53,"SNL-ZOOP-GFF70","Zooplankton",">350um",">350um",">350um",-19.6,-31.8,-30.9,-18.7,-24,5.4,-6.8,-5.9,6.3,1,"POM",-1.42052259090192,-2.64628496140358,0.923,0.065,0.077,0.065
"86","Cascade","Sierra Nevada","8/1/22",37.98977,-119.30626,3140,10.54608,6.096,10.997184,13.85,71,7.34,4.6,7.23,1.05,240.83,136.84,0.53,"SNL-ZOOP-GFF70","Zooplankton",">350um",">350um",">350um",-19.6,-31.8,-30.9,-18.7,-24,5.4,-6.8,-5.9,6.3,1,"POM",-1.42052259090192,-2.64628496140358,0.923,0.065,0.077,0.065
"87","Cascade","Sierra Nevada","8/1/22",37.98977,-119.30626,3140,10.54608,6.096,10.997184,13.85,71,7.34,4.6,7.23,1.05,240.83,136.84,0.53,"SNL-ZOOP-14A","Zooplankton","Daphnia","Daphnia","cladocera",-22.4,-33.8,-32,-19.4,-26.5,4.42,-6.98,-5.18,7.42,0.32,"POM",-0.878480843117249,-2.27211279730355,0.887,0.086,0.113,0.086
"88","Cascade","Sierra Nevada","8/1/22",37.98977,-119.30626,3140,10.54608,6.096,10.997184,13.85,71,7.34,4.6,7.23,1.05,240.83,136.84,0.53,"SNL-ZOOP-GFF48","Zooplankton","Holopedium","Holopedium","cladocera",-23.2,-31.9,-30.6,-22.3,-30.4,4.48,-4.22,-2.92,5.38,-2.72,"POM",-2.43209646603528,-0.96351890065193,0.934,0.053,0.066,0.053
"89","Cascade","Sierra Nevada","8/1/22",37.98977,-119.30626,3140,10.54608,6.096,10.997184,13.85,71,7.34,4.6,7.23,1.05,240.83,136.84,0.53,"SNL-ZOOP-GFF48","Zooplankton","Holopedium","Holopedium","cladocera",-23.2,-31.9,-30.6,-22.3,-30.4,4.48,-4.22,-2.92,5.38,-2.72,"POM",-2.43209646603528,-0.96351890065193,0.934,0.053,0.066,0.053
"90","Cascade","Sierra Nevada","8/1/22",37.98977,-119.30626,3140,10.54608,6.096,10.997184,13.85,71,7.34,4.6,7.23,1.05,240.83,136.84,0.53,"SNL-ZOOP-GFF48","Zooplankton","Holopedium","Holopedium","cladocera",-23.2,-31.9,-30.6,-22.3,-30.4,4.48,-4.22,-2.92,5.38,-2.72,"POM",-2.43209646603528,-0.96351890065193,0.934,0.053,0.066,0.053
"91","Cascade","Sierra Nevada","8/1/22",37.98977,-119.30626,3140,10.54608,6.096,10.997184,13.85,71,7.34,4.6,7.23,1.05,240.83,136.84,0.53,"SNL-ZOOP-14A","Zooplankton","Daphnia","Daphnia","cladocera",-22.4,-33.8,-32,-19.4,-26.5,4.42,-6.98,-5.18,7.42,0.32,"POM",-0.878480843117249,-2.27211279730355,0.887,0.086,0.113,0.086
"92","Cascade","Sierra Nevada","8/1/22",37.98977,-119.30626,3140,10.54608,6.096,10.997184,13.85,71,7.34,4.6,7.23,1.05,240.83,136.84,0.53,"SNL-ZOOP-14A","Zooplankton","Daphnia","Daphnia","cladocera",-22.4,-33.8,-32,-19.4,-26.5,4.42,-6.98,-5.18,7.42,0.32,"POM",-0.878480843117249,-2.27211279730355,0.887,0.086,0.113,0.086
"93","EasternBrook","Sierra Nevada","8/2/22",37.431526,-118.74262,3155,5.66928,5.7912,4.99872,13.1,67.3,7.05,15.5,6.9,3.15,217.44,32.97,0.4,"SNL-ZOOP-15A","Zooplankton","Daphnia","Daphnia","cladocera",-22.7,-32.9,-29.6,-17.5,-24.9,2.82,-7.38,-4.08,8.02,0.620000000000001,"POM",0.379493248787145,-1.23702266803923,0.701,0.143,0.299,0.143
"94","EasternBrook","Sierra Nevada","8/2/22",37.431526,-118.74262,3155,5.66928,5.7912,4.99872,13.1,67.3,7.05,15.5,6.9,3.15,217.44,32.97,0.4,"SNL-ZOOP-15A","Zooplankton","Daphnia","Daphnia","cladocera",-22.7,-32.9,-29.6,-17.5,-24.9,2.82,-7.38,-4.08,8.02,0.620000000000001,"POM",0.379493248787145,-1.23702266803923,0.701,0.143,0.299,0.143
"95","EasternBrook","Sierra Nevada","8/2/22",37.431526,-118.74262,3155,5.66928,5.7912,4.99872,13.1,67.3,7.05,15.5,6.9,3.15,217.44,32.97,0.4,"SNL-POM-GFF75","POM","POM <63um","POM","POM",-28.6,-33.6,-32.5,-24.9,-31.1,1.54,-3.46,-2.36,5.24,-0.960000000000001,"Source",-2.44277525699481,-1.12216226520231,NA,NA,NA,NA
"96","EasternBrook","Sierra Nevada","8/2/22",37.431526,-118.74262,3155,5.66928,5.7912,4.99872,13.1,67.3,7.05,15.5,6.9,3.15,217.44,32.97,0.4,"SNL-ZOOP-15A","Zooplankton","Daphnia","Daphnia","cladocera",-22.7,-32.9,-29.6,-17.5,-24.9,2.82,-7.38,-4.08,8.02,0.620000000000001,"POM",0.379493248787145,-1.23702266803923,0.701,0.143,0.299,0.143
"97","EasternBrook","Sierra Nevada","8/2/22",37.431526,-118.74262,3155,5.66928,5.7912,4.99872,13.1,67.3,7.05,15.5,6.9,3.15,217.44,32.97,0.4,"SNL-ZOOP-16A","Zooplankton","calanoid_cyclopoid","calanoid_cyclopoid","copepoda",-23.1,-33.3,-33,-16.8,-25.7,3.28,-6.92,-6.62,9.58,0.68,"POM",-1.21761512417561,-2.19802496145203,0.901,0.077,0.099,0.077
"98","EasternBrook","Sierra Nevada","8/2/22",37.431526,-118.74262,3155,5.66928,5.7912,4.99872,13.1,67.3,7.05,15.5,6.9,3.15,217.44,32.97,0.4,"SNL-POM-GFF55","POM","POM <63um","POM","POM",-27.8,-34.1,-32.8,-25,-30.7,2.28,-4.02,-2.72,5.08,-0.620000000000001,"Source",-2.26384922529556,-1.55873309705852,NA,NA,NA,NA
"99","EasternBrook","Sierra Nevada","8/2/22",37.431526,-118.74262,3155,5.66928,5.7912,4.99872,13.1,67.3,7.05,15.5,6.9,3.15,217.44,32.97,0.4,"SNL-ZOOP-15A","Zooplankton","Daphnia","Daphnia","cladocera",-22.7,-32.9,-29.6,-17.5,-24.9,2.82,-7.38,-4.08,8.02,0.620000000000001,"POM",0.379493248787145,-1.23702266803923,0.701,0.143,0.299,0.143
"100","EasternBrook","Sierra Nevada","8/2/22",37.431526,-118.74262,3155,5.66928,5.7912,4.99872,13.1,67.3,7.05,15.5,6.9,3.15,217.44,32.97,0.4,"SNL-ZOOP-GFF53","Zooplankton",">350um",">350um",">350um",-24.3,-32.9,-32.9,-20.5,-26.5,3.12,-5.48,-5.48,6.92,0.919999999999998,"POM",-2.08904141970294,-2.34775348602931,0.939,0.052,0.061,0.052
"101","EasternBrook","Sierra Nevada","8/2/22",37.431526,-118.74262,3155,5.66928,5.7912,4.99872,13.1,67.3,7.05,15.5,6.9,3.15,217.44,32.97,0.4,"SNL-ZOOP-15A","Zooplankton","Daphnia","Daphnia","cladocera",-22.7,-32.9,-29.6,-17.5,-24.9,2.82,-7.38,-4.08,8.02,0.620000000000001,"POM",0.379493248787145,-1.23702266803923,0.701,0.143,0.299,0.143
"102","EasternBrook","Sierra Nevada","8/2/22",37.431526,-118.74262,3155,5.66928,5.7912,4.99872,13.1,67.3,7.05,15.5,6.9,3.15,217.44,32.97,0.4,"SNL-ZOOP-15A","Zooplankton","Daphnia","Daphnia","cladocera",-22.7,-32.9,-29.6,-17.5,-24.9,2.82,-7.38,-4.08,8.02,0.620000000000001,"POM",0.379493248787145,-1.23702266803923,0.701,0.143,0.299,0.143
"103","EasternBrook","Sierra Nevada","8/2/22",37.431526,-118.74262,3155,5.66928,5.7912,4.99872,13.1,67.3,7.05,15.5,6.9,3.15,217.44,32.97,0.4,"SNL-ZOOP-15A","Zooplankton","Daphnia","Daphnia","cladocera",-22.7,-32.9,-29.6,-17.5,-24.9,2.82,-7.38,-4.08,8.02,0.620000000000001,"POM",0.379493248787145,-1.23702266803923,0.701,0.143,0.299,0.143
"104","EasternBrook","Sierra Nevada","8/2/22",37.431526,-118.74262,3155,5.66928,5.7912,4.99872,13.1,67.3,7.05,15.5,6.9,3.15,217.44,32.97,0.4,"ALR-EASTBROOK-02AUG2022-EPISALMICDIATOMS-1","Algae","Epipsammic","Algae","Algae",-23.17,-27.51,-28.41,-18.08,-32.14,2.692,-1.648,-2.548,7.782,-6.278,"Source",-3.92238205350774,1.50030303546223,NA,NA,NA,NA
"105","EasternBrook","Sierra Nevada","8/2/22",37.431526,-118.74262,3155,5.66928,5.7912,4.99872,13.1,67.3,7.05,15.5,6.9,3.15,217.44,32.97,0.4,"ALR-EASTBROOK-02AUG2022-EPISALMICDIATOMS-2","Algae","Epipsammic","Algae","Algae",-23.78,-27.88,-27.43,-18.19,-30.48,1.772,-2.328,-1.878,7.362,-4.928,"Source",-2.84774642574359,1.54398100464067,NA,NA,NA,NA
"106","EasternBrook","Sierra Nevada","8/2/22",37.431526,-118.74262,3155,5.66928,5.7912,4.99872,13.1,67.3,7.05,15.5,6.9,3.15,217.44,32.97,0.4,"SNL-ZOOP-15A","Zooplankton","Daphnia","Daphnia","cladocera",-22.7,-32.9,-29.6,-17.5,-24.9,2.82,-7.38,-4.08,8.02,0.620000000000001,"POM",0.379493248787145,-1.23702266803923,0.701,0.143,0.299,0.143
"107","EasternBrook","Sierra Nevada","8/2/22",37.431526,-118.74262,3155,5.66928,5.7912,4.99872,13.1,67.3,7.05,15.5,6.9,3.15,217.44,32.97,0.4,"SNL-ZOOP-GFF53","Zooplankton",">350um",">350um",">350um",-24.3,-32.9,-32.9,-20.5,-26.5,3.12,-5.48,-5.48,6.92,0.919999999999998,"POM",-2.08904141970294,-2.34775348602931,0.939,0.052,0.061,0.052
"108","EasternBrook","Sierra Nevada","8/2/22",37.431526,-118.74262,3155,5.66928,5.7912,4.99872,13.1,67.3,7.05,15.5,6.9,3.15,217.44,32.97,0.4,"SNL-ZOOP-GFF53","Zooplankton",">350um",">350um",">350um",-24.3,-32.9,-32.9,-20.5,-26.5,3.12,-5.48,-5.48,6.92,0.919999999999998,"POM",-2.08904141970294,-2.34775348602931,0.939,0.052,0.061,0.052
"109","EasternBrook","Sierra Nevada","8/2/22",37.431526,-118.74262,3155,5.66928,5.7912,4.99872,13.1,67.3,7.05,15.5,6.9,3.15,217.44,32.97,0.4,"SNL-ZOOP-16A","Zooplankton","calanoid_cyclopoid","calanoid_cyclopoid","copepoda",-23.1,-33.3,-33,-16.8,-25.7,3.28,-6.92,-6.62,9.58,0.68,"POM",-1.21761512417561,-2.19802496145203,0.901,0.077,0.099,0.077
"110","EasternBrook","Sierra Nevada","8/2/22",37.431526,-118.74262,3155,5.66928,5.7912,4.99872,13.1,67.3,7.05,15.5,6.9,3.15,217.44,32.97,0.4,"SNL-ZOOP-GFF53","Zooplankton",">350um",">350um",">350um",-24.3,-32.9,-32.9,-20.5,-26.5,3.12,-5.48,-5.48,6.92,0.919999999999998,"POM",-2.08904141970294,-2.34775348602931,0.939,0.052,0.061,0.052
"111","EasternBrook","Sierra Nevada","8/2/22",37.431526,-118.74262,3155,5.66928,5.7912,4.99872,13.1,67.3,7.05,15.5,6.9,3.15,217.44,32.97,0.4,"SNL-ZOOP-GFF53","Zooplankton",">350um",">350um",">350um",-24.3,-32.9,-32.9,-20.5,-26.5,3.12,-5.48,-5.48,6.92,0.919999999999998,"POM",-2.08904141970294,-2.34775348602931,0.939,0.052,0.061,0.052
"112","EasternBrook","Sierra Nevada","8/2/22",37.431526,-118.74262,3155,5.66928,5.7912,4.99872,13.1,67.3,7.05,15.5,6.9,3.15,217.44,32.97,0.4,"SNL-ZOOP-GFF53","Zooplankton",">350um",">350um",">350um",-24.3,-32.9,-32.9,-20.5,-26.5,3.12,-5.48,-5.48,6.92,0.919999999999998,"POM",-2.08904141970294,-2.34775348602931,0.939,0.052,0.061,0.052
"113","EasternBrook","Sierra Nevada","8/2/22",37.431526,-118.74262,3155,5.66928,5.7912,4.99872,13.1,67.3,7.05,15.5,6.9,3.15,217.44,32.97,0.4,"SNL-ZOOP-GFF53","Zooplankton",">350um",">350um",">350um",-24.3,-32.9,-32.9,-20.5,-26.5,3.12,-5.48,-5.48,6.92,0.919999999999998,"POM",-2.08904141970294,-2.34775348602931,0.939,0.052,0.061,0.052
"114","EasternBrook","Sierra Nevada","8/2/22",37.431526,-118.74262,3155,5.66928,5.7912,4.99872,13.1,67.3,7.05,15.5,6.9,3.15,217.44,32.97,0.4,"SNL-ZOOP-GFF53","Zooplankton",">350um",">350um",">350um",-24.3,-32.9,-32.9,-20.5,-26.5,3.12,-5.48,-5.48,6.92,0.919999999999998,"POM",-2.08904141970294,-2.34775348602931,0.939,0.052,0.061,0.052
"115","EasternBrook","Sierra Nevada","8/2/22",37.431526,-118.74262,3155,5.66928,5.7912,4.99872,13.1,67.3,7.05,15.5,6.9,3.15,217.44,32.97,0.4,"SNL-ZOOP-15A","Zooplankton","Daphnia","Daphnia","cladocera",-22.7,-32.9,-29.6,-17.5,-24.9,2.82,-7.38,-4.08,8.02,0.620000000000001,"POM",0.379493248787145,-1.23702266803923,0.701,0.143,0.299,0.143
"116","EasternBrook","Sierra Nevada","8/2/22",37.431526,-118.74262,3155,5.66928,5.7912,4.99872,13.1,67.3,7.05,15.5,6.9,3.15,217.44,32.97,0.4,"SNL-ZOOP-GFF53","Zooplankton",">350um",">350um",">350um",-24.3,-32.9,-32.9,-20.5,-26.5,3.12,-5.48,-5.48,6.92,0.919999999999998,"POM",-2.08904141970294,-2.34775348602931,0.939,0.052,0.061,0.052
"117","EasternBrook","Sierra Nevada","8/2/22",37.431526,-118.74262,3155,5.66928,5.7912,4.99872,13.1,67.3,7.05,15.5,6.9,3.15,217.44,32.97,0.4,"SNL-ZOOP-16A","Zooplankton","calanoid_cyclopoid","calanoid_cyclopoid","copepoda",-23.1,-33.3,-33,-16.8,-25.7,3.28,-6.92,-6.62,9.58,0.68,"POM",-1.21761512417561,-2.19802496145203,0.901,0.077,0.099,0.077
"118","EasternBrook","Sierra Nevada","8/2/22",37.431526,-118.74262,3155,5.66928,5.7912,4.99872,13.1,67.3,7.05,15.5,6.9,3.15,217.44,32.97,0.4,"SNL-ZOOP-17A","Zooplankton","calanoid_cyclopoid","calanoid_cyclopoid","copepoda",-23.3,-34.2,-31.1,-18.4,-27.6,3.62,-7.28,-4.18,8.52,-0.68,"POM",-0.014907127054003,-1.35685871410433,0.763,0.134,0.237,0.134
"119","EasternBrook","Sierra Nevada","8/2/22",37.431526,-118.74262,3155,5.66928,5.7912,4.99872,13.1,67.3,7.05,15.5,6.9,3.15,217.44,32.97,0.4,"SNL-ZOOP-16A","Zooplankton","calanoid_cyclopoid","calanoid_cyclopoid","copepoda",-23.1,-33.3,-33,-16.8,-25.7,3.28,-6.92,-6.62,9.58,0.68,"POM",-1.21761512417561,-2.19802496145203,0.901,0.077,0.099,0.077
"120","EasternBrook","Sierra Nevada","8/2/22",37.431526,-118.74262,3155,5.66928,5.7912,4.99872,13.1,67.3,7.05,15.5,6.9,3.15,217.44,32.97,0.4,"SNL-ZOOP-17A","Zooplankton","calanoid_cyclopoid","calanoid_cyclopoid","copepoda",-23.3,-34.2,-31.1,-18.4,-27.6,3.62,-7.28,-4.18,8.52,-0.68,"POM",-0.014907127054003,-1.35685871410433,0.763,0.134,0.237,0.134
